,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,15.4,0.6,18.6%,73.8%,7.6%,127.6
1,2,Phantom,6.7,0.2,16.5%,74.8%,8.8%,123.5
2,3,Operator,3.5,3.4,9.9%,85.8%,4.3%,150.4
3,4,Spectre,3.5,0.1,13.5%,75.5%,10.9%,94.6
4,5,Odin,2.8,1.8,9.7%,71.1%,19.3%,114
5,6,Ghost,2.6,0,20.1%,73.5%,6.4%,86
6,7,Sheriff,1.8,0,23.5%,71.5%,5.1%,106.2
7,8,Classic,1.7,0.5,16.4%,75.8%,7.8%,74.7
8,9,Guardian,1.7,0.5,21.2%,73.3%,5.5%,139
9,10,Judge,1.6,0,12.6%,74.6%,12.8%,97.5
10,11,Ares,1.5,1,12.8%,71.8%,15.4%,98.2
11,12,Bulldog,1.4,0.3,15.2%,75.5%,9.3%,108.3
12,13,Marshal,1.4,1.2,21.8%,73.5%,4.7%,125.6
13,14,Frenzy,1.2,0,16.7%,75.3%,8.0%,81.8
14,15,Bucky,0.9,0,15.0%,75.7%,9.2%,91
15,16,Stinger,0.9,0.1,16.6%,73.6%,9.8%,95.4
16,17,Shorty,0.8,0,14.6%,74.1%,11.3%,86.1
