,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,12.5,15.8%,74.5%,9.7%,125,
1,2,Phantom,7.6,0.4,14.6%,74.7%,10.7%,121.4
2,3,Spectre,4.2,0.2,12.1%,75.4%,12.4%,95.3
3,4,Operator,3.4,0,10.4%,84.8%,4.8%,148.9
4,5,Odin,3.1,2,10.0%,70.3%,19.7%,114.2
5,6,Ghost,2.9,0,17.6%,74.3%,8.1%,84.7
6,7,Ares,2.5,1.7,8.0%,72.2%,19.9%,98.4
7,8,Classic,2,0.7,14.9%,75.7%,9.4%,73.6
8,9,Guardian,1.7,0.6,18.9%,74.5%,6.7%,136.1
9,10,Judge,1.6,0,12.3%,73.2%,14.5%,95.5
10,11,Sheriff,1.6,0,20.7%,72.8%,6.5%,103.6
11,12,Bulldog,1.4,0.5,13.2%,75.7%,11.1%,106.5
12,13,Marshal,1.4,0,20.9%,73.9%,5.3%,124.3
13,14,Frenzy,1.3,0,15.3%,75.3%,9.5%,80.6
14,15,Bucky,0.9,0,14.4%,74.8%,10.8%,86.4
15,16,Stinger,0.9,0.1,16.1%,73.0%,10.9%,92.6
16,17,Shorty,0.8,0,14.0%,72.6%,13.4%,80.8
