,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,15.1,0.9,17.6%,74.2%,8.2%,126.9
1,2,Phantom,5.4,0.3,15.2%,75.0%,9.8%,122.9
2,3,Operator,3.3,3.2,9.9%,85.7%,4.4%,150.2
3,4,Spectre,3.3,0.2,12.5%,75.6%,11.9%,94.5
4,5,Odin,3,1.9,8.9%,70.5%,20.6%,114.5
5,6,Ghost,2.7,0,18.6%,74.2%,7.2%,85.3
6,7,Ares,1.8,1.2,11.0%,71.8%,17.2%,98.7
7,8,Sheriff,1.7,0,22.7%,72.1%,5.3%,106
8,9,Guardian,1.7,0.6,19.3%,74.6%,6.1%,137.3
9,10,Judge,1.6,0,12.2%,74.5%,13.3%,98.4
10,11,Bulldog,1.5,0.3,13.9%,75.9%,10.2%,107.6
11,12,Classic,1.5,0.4,15.4%,76.1%,8.5%,73.9
12,13,Marshal,1.4,1.2,21.1%,74.1%,4.8%,125.2
13,14,Stinger,1.2,0.1,16.1%,74.3%,9.6%,95.9
14,15,Bucky,1.1,0,13.9%,76.1%,10.0%,91.2
15,16,Frenzy,1.1,0,15.8%,75.5%,8.7%,80.6
16,17,Shorty,0.8,0,14.3%,73.6%,12.1%,84.5
