,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,13,0.5,18.9%,73.5%,7.7%,126.5
1,2,Phantom,8.1,0.1,17.4%,74.2%,8.3%,123.1
2,3,Operator,3.5,0,10.5%,85.1%,4.4%,149.2
3,4,Spectre,3.5,0.1,14.5%,75.2%,10.3%,94.5
4,5,Odin,2.7,1.7,11.2%,71.3%,17.5%,112.4
5,6,Ghost,2.6,0,21.5%,72.3%,6.2%,86
6,7,Classic,1.9,0.8,18.2%,74.5%,7.3%,77.4
7,8,Sheriff,1.7,0,24.1%,70.6%,5.3%,106.3
8,9,Judge,1.6,0,13.2%,74.2%,12.7%,96.9
9,10,Ares,1.5,1,9.2%,72.5%,18.3%,96.6
10,11,Guardian,1.4,0.5,23.3%,71.4%,5.3%,138.4
11,12,Marshal,1.4,0,22.2%,73.2%,4.6%,125.3
12,13,Bulldog,1.3,0.4,16.2%,74.9%,8.9%,106.3
13,14,Frenzy,1.3,0,17.9%,74.3%,7.8%,82.6
14,15,Bucky,0.8,0,15.8%,75.4%,8.8%,90.3
15,16,Stinger,0.8,0.1,18.3%,73.0%,8.7%,94.8
16,17,Shorty,0.7,0,14.9%,73.7%,11.5%,87.2
