,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,10.7,2.5,12.1%,74.4%,13.5%,122.1
1,2,Phantom,7.6,1.6,11.2%,74.1%,14.7%,118.5
2,3,Spectre,4.5,0.8,10.0%,74.7%,15.3%,95
3,4,Ares,3.8,2.7,6.8%,70.5%,22.7%,99
4,5,Odin,3.7,2.4,8.7%,68.6%,22.7%,114.5
5,6,Ghost,3,0,13.3%,75.3%,11.4%,83.8
6,7,Operator,2.8,0,9.2%,85.2%,5.5%,145.9
7,8,Judge,2.1,0,10.6%,70.8%,18.6%,95.6
8,9,Classic,1.8,0.4,11.2%,76.2%,12.6%,71
9,10,Guardian,1.8,0.9,12.4%,77.1%,10.4%,130
10,11,Stinger,1.8,0.3,9.9%,73.3%,16.8%,94.3
11,12,Bulldog,1.7,0.6,9.8%,75.7%,14.4%,105.2
12,13,Frenzy,1.5,0,12.9%,75.6%,11.5%,77.3
13,14,Bucky,1.3,0.5,11.6%,70.8%,17.6%,82.5
14,15,Sheriff,1.2,0,15.6%,75.4%,9.0%,100.2
15,16,Marshal,1,0,15.8%,77.3%,6.9%,116.6
16,17,Shorty,0.7,0,12.4%,69.7%,17.9%,68
