,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,10.6,1.3,14.2%,74.1%,11.6%,123.7
1,2,Phantom,6.6,0.7,13.0%,74.2%,12.8%,119.7
2,3,Spectre,4.6,0.5,11.0%,74.8%,14.2%,94.8
3,4,Operator,3.3,2.6,10.4%,84.4%,5.2%,149.1
4,5,Ares,3.1,2.1,7.4%,71.1%,21.5%,98.6
5,6,Odin,3,1.9,9.3%,68.9%,21.8%,113.8
6,7,Ghost,2.6,0,15.0%,75.0%,10.1%,83.6
7,8,Classic,1.8,0.4,12.8%,75.8%,11.4%,71
8,9,Guardian,1.8,0.8,16.0%,75.5%,8.5%,133.2
9,10,Sheriff,1.6,0,19.0%,73.6%,7.4%,102.6
10,11,Judge,1.5,0,11.6%,72.6%,15.8%,94.7
11,12,Bulldog,1.4,0.4,11.4%,75.1%,13.5%,105.5
12,13,Marshal,1.4,1,19.7%,74.1%,6.2%,122.7
13,14,Frenzy,1.2,0,13.8%,75.3%,10.9%,78.9
14,15,Bucky,0.9,0,13.2%,74.2%,12.6%,85.2
15,16,Stinger,0.9,0.2,14.3%,72.1%,13.7%,90.6
16,17,Shorty,0.8,0,13.4%,71.7%,14.9%,78.6
