,Rank,Weapon,Kills Per Match,Alt. Kills Per Match,Headshot %,Bodyshot %,Legshot %,Avg. Damage
0,1,Vandal,16.6,0.3,23.0%,70.8%,6.3%,128.6
1,2,Phantom,7,0,20.5%,72.4%,7.1%,124.4
2,3,Operator,3.6,3.5,9.6%,86.1%,4.3%,149.5
3,4,Spectre,3.1,0,17.0%,74.1%,8.8%,92.5
4,5,Ghost,2.4,0,25.1%,70.0%,4.8%,87
5,6,Odin,2.3,1.5,11.6%,71.8%,16.6%,111.4
6,7,Sheriff,2.1,0,27.7%,68.1%,4.3%,109.6
7,8,Judge,1.7,0,13.0%,75.5%,11.5%,98.3
8,9,Classic,1.5,0.5,20.0%,74.0%,6.0%,77.9
9,10,Bulldog,1.4,0.3,19.9%,72.7%,7.3%,108.6
10,11,Guardian,1.4,0.3,27.1%,68.5%,4.5%,140.8
11,12,Marshal,1.4,1.2,23.7%,72.2%,4.0%,126.8
12,13,Ares,1.1,0.7,16.1%,70.2%,13.7%,93.9
13,14,Frenzy,1.1,0,19.5%,73.9%,6.6%,83.2
14,15,Bucky,0.8,0,15.2%,76.8%,8.0%,93.3
15,16,Shorty,0.8,0,14.7%,75.0%,10.3%,90.3
16,17,Stinger,0.8,0.1,19.0%,73.6%,7.5%,96.6
